Run	Assay Type	AssemblyName	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	ENA-FIRST-PUBLIC (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	population	ReleaseDate	create_date	version	Sample Name	SRA Study	Super_Population_Code	common_name	external_id	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Sample_name	Scientific_Name	Submitter_Id
ERR3988994	WGS	GCA_000001405.24	300	117794844000	PRJEB36890	SAMEA6603806	10489196201	NYGC	public	sra,cram,run.zq	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990859	Illumina NovaSeq 6000	HG02135	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	KHV	2020-04-24T00:00:00Z	2020-04-25T16:23:00Z	1	HG02135	ERP120144	EAS									
ERR3988995	WGS	GCA_000001405.24	300	112553091600	PRJEB36890	SAMEA6603807	9512436047	NYGC	public	run.zq,sra,cram	ncbi,s3,gs	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990860	Illumina NovaSeq 6000	HG02145	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ACB	2020-04-24T00:00:00Z	2020-04-25T18:05:00Z	1	HG02145	ERP120144	AFR									
ERR3988996	WGS	GCA_000001405.24	300	118934782800	PRJEB36890	SAMEA6603808	9975277394	NYGC	public	sra,cram,run.zq	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990861	Illumina NovaSeq 6000	HG02148	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PEL	2020-04-24T00:00:00Z	2020-04-25T15:41:00Z	1	HG02148	ERP120144	AMR									
ERR3988997	WGS	GCA_000001405.24	300	116062420500	PRJEB36890	SAMEA6603809	10577865672	NYGC	public	cram,run.zq,sra	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990862	Illumina NovaSeq 6000	HG02222	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	IBS	2020-04-24T00:00:00Z	2020-04-26T01:52:00Z	1	HG02222	ERP120144	EUR									
ERR3988998	WGS	GCA_000001405.24	300	112233856200	PRJEB36890	SAMEA6603810	9500289069	NYGC	public	cram,run.zq,sra	ncbi,s3,gs	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990863	Illumina NovaSeq 6000	HG02225	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	IBS	2020-04-24T00:00:00Z	2020-04-25T17:30:00Z	1	HG02225	ERP120144	EUR									
ERR3988999	WGS	GCA_000001405.24	300	113154389400	PRJEB36890	SAMEA6603811	9747497216	NYGC	public	cram,run.zq,sra	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990864	Illumina NovaSeq 6000	HG02229	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	IBS	2020-04-24T00:00:00Z	2020-04-25T16:25:00Z	1	HG02229	ERP120144	EUR									
ERR3989000	WGS	GCA_000001405.24	300	111152098500	PRJEB36890	SAMEA6603812	9616364498	NYGC	public	cram,run.zq,sra	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990865	Illumina NovaSeq 6000	HG02234	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	IBS	2020-04-24T00:00:00Z	2020-04-25T23:52:00Z	1	HG02234	ERP120144	EUR									
ERR3989001	WGS	GCA_000001405.24	300	111576665100	PRJEB36890	SAMEA6603813	9453309926	NYGC	public	run.zq,sra,cram	ncbi,gs,s3	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990866	Illumina NovaSeq 6000	HG02237	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	IBS	2020-04-24T00:00:00Z	2020-04-25T15:16:00Z	1	HG02237	ERP120144	EUR									
ERR3989002	WGS	GCA_000001405.24	300	114364611000	PRJEB36890	SAMEA6603814	9869641303	NYGC	public	cram,run.zq,sra	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990867	Illumina NovaSeq 6000	HG02240	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	IBS	2020-04-24T00:00:00Z	2020-04-25T16:35:00Z	1	HG02240	ERP120144	EUR									
ERR3989003	WGS	GCA_000001405.24	300	116491789200	PRJEB36890	SAMEA6603815	10702192167	NYGC	public	sra,cram,run.zq	s3,gs,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990868	Illumina NovaSeq 6000	HG02257	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ACB	2020-04-24T00:00:00Z	2020-04-26T01:20:00Z	1	HG02257	ERP120144	AFR									
ERR3989004	WGS	GCA_000001405.24	300	113854787400	PRJEB36890	SAMEA6603816	10089474487	NYGC	public	cram,run.zq,sra	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990869	Illumina NovaSeq 6000	HG02258	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ACB	2020-04-24T00:00:00Z	2020-04-25T15:25:00Z	1	HG02258	ERP120144	AFR									
ERR3989005	WGS	GCA_000001405.24	300	109665621300	PRJEB36890	SAMEA6603817	9184255357	NYGC	public	cram,run.zq,sra	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990870	Illumina NovaSeq 6000	HG02261	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PEL	2020-04-24T00:00:00Z	2020-04-26T01:14:00Z	1	HG02261	ERP120144	AMR									
ERR3989006	WGS	GCA_000001405.24	300	110213354100	PRJEB36890	SAMEA6603818	9384476162	NYGC	public	run.zq,cram,sra	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990871	Illumina NovaSeq 6000	HG02273	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PEL	2020-04-24T00:00:00Z	2020-04-25T18:09:00Z	1	HG02273	ERP120144	AMR									
ERR3989007	WGS	JTFH01	300	114344428200	PRJEB36890	SAMEA6603819	10475108634	NYGC	public	run.zq,cram,sra	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990872	Illumina NovaSeq 6000	HG02279	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PEL	2020-04-24T00:00:00Z	2021-12-21T23:53:00Z	1	HG02279	ERP120144	AMR									
ERR3989008	WGS	GCA_000001405.24	300	122266447500	PRJEB36890	SAMEA6603820	9583063000	NYGC	public	cram,run.zq,sra	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990873	Illumina NovaSeq 6000	HG02280	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ACB	2020-04-24T00:00:00Z	2020-04-25T16:22:00Z	1	HG02280	ERP120144	AFR									
ERR3989009	WGS	GCA_000001405.24	300	114259705500	PRJEB36890	SAMEA6603821	10009739793	NYGC	public	run.zq,sra,cram	ncbi,gs,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990874	Illumina NovaSeq 6000	HG02287	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PEL	2020-04-24T00:00:00Z	2020-04-25T17:04:00Z	1	HG02287	ERP120144	AMR									
ERR3989010	WGS	GCA_000001405.24	300	112429458000	PRJEB36890	SAMEA6603822	9523623158	NYGC	public	sra,run.zq,cram	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990875	Illumina NovaSeq 6000	HG02293	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PEL	2020-04-24T00:00:00Z	2020-04-25T16:48:00Z	1	HG02293	ERP120144	AMR									
ERR3989011	WGS	GCA_000001405.24	300	117372230400	PRJEB36890	SAMEA6603823	10538645440	NYGC	public	run.zq,cram,sra	ncbi,gs,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990876	Illumina NovaSeq 6000	HG02300	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PEL	2020-04-24T00:00:00Z	2020-04-26T01:16:00Z	1	HG02300	ERP120144	AMR									
ERR3989012	WGS	GCA_000001405.24	300	115523558400	PRJEB36890	SAMEA6603824	10340521868	NYGC	public	run.zq,cram,sra	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990877	Illumina NovaSeq 6000	HG02302	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PEL	2020-04-24T00:00:00Z	2020-04-26T02:37:00Z	1	HG02302	ERP120144	AMR									
ERR3989013	WGS	GCA_000001405.24	300	115647899100	PRJEB36890	SAMEA6603825	9744309996	NYGC	public	run.zq,sra,cram	s3,gs,ncbi	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990878	Illumina NovaSeq 6000	HG02303	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PEL	2020-04-24T00:00:00Z	2020-04-26T00:21:00Z	1	HG02303	ERP120144	AMR									
ERR3989014	WGS	JTFH01	300	107880836400	PRJEB36890	SAMEA6603826	10664433367	NYGC	public	run.zq,cram,sra	s3,gs,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990879	Illumina NovaSeq 6000	HG02316	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ACB	2020-04-24T00:00:00Z	2020-04-28T22:38:00Z	1	HG02316	ERP120144	AFR									
ERR3989015	WGS	GCA_000001405.24	300	118575241200	PRJEB36890	SAMEA6603827	12030658200	NYGC	public	cram,sra,run.zq	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990880	Illumina NovaSeq 6000	HG02321	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ACB	2020-04-24T00:00:00Z	2020-04-25T15:34:00Z	1	HG02321	ERP120144	AFR									
ERR3989016	WGS	GCA_000001405.24	300	116697557100	PRJEB36890	SAMEA6603828	9325637377	NYGC	public	cram,sra,run.zq	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990881	Illumina NovaSeq 6000	HG02451	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	ACB	2020-04-24T00:00:00Z	2020-04-25T17:27:00Z	1	HG02451	ERP120144	AFR									
ERR3989017	WGS	GCA_000001405.24	300	118850346900	PRJEB36890	SAMEA6603829	9749224958	NYGC	public	run.zq,sra,cram	gs,s3,ncbi	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990882	Illumina NovaSeq 6000	HG02463	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T16:19:00Z	1	HG02463	ERP120144	AFR									
ERR3989018	WGS	GCA_000001405.24	300	123165383700	PRJEB36890	SAMEA6603830	9717921361	NYGC	public	cram,run.zq,sra	s3,ncbi,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990883	Illumina NovaSeq 6000	HG02466	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T15:35:00Z	1	HG02466	ERP120144	AFR									
ERR3989019	WGS	GCA_000001405.24	300	113443524900	PRJEB36890	SAMEA6603831	8791423451	NYGC	public	sra,run.zq,cram	s3,gs,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990884	Illumina NovaSeq 6000	HG02492	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-25T18:00:00Z	1	HG02492	ERP120144	SAS									
ERR3989020	WGS	GCA_000001405.24	300	123788663700	PRJEB36890	SAMEA6603832	9934057993	NYGC	public	sra,run.zq,cram	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990885	Illumina NovaSeq 6000	HG02495	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-25T17:36:00Z	1	HG02495	ERP120144	SAS									
ERR3989021	WGS	GCA_000001405.24	300	122328868800	PRJEB36890	SAMEA6603833	9662002991	NYGC	public	sra,run.zq,cram	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990886	Illumina NovaSeq 6000	HG02514	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	KHV	2020-04-24T00:00:00Z	2020-04-25T16:34:00Z	1	HG02514	ERP120144	EAS									
ERR3989022	WGS	GCA_000001405.24	300	112387790700	PRJEB36890	SAMEA6603834	8879321617	NYGC	public	cram,sra,run.zq	gs,s3,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990887	Illumina NovaSeq 6000	HG02523	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	KHV	2020-04-24T00:00:00Z	2020-04-25T15:54:00Z	1	HG02523	ERP120144	EAS									
ERR3989023	WGS	GCA_000001405.24	300	107380128000	PRJEB36890	SAMEA6603835	12682469697	NYGC	public	sra,run.zq,cram	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990888	Illumina NovaSeq 6000	HG02524	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	KHV	2020-04-24T00:00:00Z	2020-04-25T19:52:00Z	1	HG02524	ERP120144	EAS									
ERR3989024	WGS	GCA_000001405.24	300	108062617800	PRJEB36890	SAMEA6603836	12659344735	NYGC	public	run.zq,cram,sra	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990889	Illumina NovaSeq 6000	HG02525	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	KHV	2020-04-24T00:00:00Z	2020-04-25T18:33:00Z	1	HG02525	ERP120144	EAS									
ERR3989025	WGS	GCA_000001405.24	300	108508008300	PRJEB36890	SAMEA6603837	12640911043	NYGC	public	sra,run.zq,cram	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990890	Illumina NovaSeq 6000	HG02526	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	KHV	2020-04-24T00:00:00Z	2020-04-25T18:23:00Z	1	HG02526	ERP120144	EAS									
ERR3989026	WGS	GCA_000001405.24	300	111656373600	PRJEB36890	SAMEA6603838	9778204778	NYGC	public	cram,run.zq,sra	gs,ncbi,s3	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990891	Illumina NovaSeq 6000	HG02563	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T17:37:00Z	1	HG02563	ERP120144	AFR									
ERR3989027	WGS	GCA_000001405.24	300	120005029800	PRJEB36890	SAMEA6603839	9534471961	NYGC	public	sra,cram,run.zq	s3,ncbi,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990892	Illumina NovaSeq 6000	HG02569	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-26T03:26:00Z	1	HG02569	ERP120144	AFR									
ERR3989028	WGS	GCA_000001405.24	300	113450591400	PRJEB36890	SAMEA6603840	9962982816	NYGC	public	sra,cram,run.zq	gs,ncbi,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990893	Illumina NovaSeq 6000	HG02572	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T18:04:00Z	1	HG02572	ERP120144	AFR									
ERR3989029	WGS	GCA_000001405.24	300	144023486100	PRJEB36890	SAMEA6603841	12109266516	NYGC	public	sra,run.zq,cram	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990894	Illumina NovaSeq 6000	HG02575	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-26T12:27:00Z	1	HG02575	ERP120144	AFR									
ERR3989030	WGS	GCA_000001405.24	300	117674086500	PRJEB36890	SAMEA6603842	9922717847	NYGC	public	cram,sra,run.zq	gs,s3,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990895	Illumina NovaSeq 6000	HG02584	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T20:22:00Z	1	HG02584	ERP120144	AFR									
ERR3989031	WGS	GCA_000001405.24	300	114143206500	PRJEB36890	SAMEA6603843	9248983678	NYGC	public	cram,run.zq,sra	s3,ncbi,gs	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990896	Illumina NovaSeq 6000	HG02587	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-26T08:01:00Z	1	HG02587	ERP120144	AFR									
ERR3989032	WGS	GCA_000001405.24	300	113579120700	PRJEB36890	SAMEA6603844	9936996890	NYGC	public	run.zq,sra,cram	s3,ncbi,gs	s3.us-east-1,ncbi.public,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990897	Illumina NovaSeq 6000	HG02590	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T19:00:00Z	1	HG02590	ERP120144	AFR									
ERR3989033	WGS	GCA_000001405.24	300	111677073900	PRJEB36890	SAMEA6603845	9819534832	NYGC	public	sra,run.zq,cram	s3,ncbi,gs	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990898	Illumina NovaSeq 6000	HG02596	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T20:21:00Z	1	HG02596	ERP120144	AFR									
ERR3989034	WGS	GCA_000001405.24	300	119510310000	PRJEB36890	SAMEA6603846	10143384989	NYGC	public	sra,run.zq,cram	gs,ncbi,s3	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990899	Illumina NovaSeq 6000	HG02602	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-25T18:18:00Z	1	HG02602	ERP120144	SAS									
ERR3989035	WGS	GCA_000001405.24	300	117088138200	PRJEB36890	SAMEA6603847	9145156230	NYGC	public	cram,run.zq,sra	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990900	Illumina NovaSeq 6000	HG02605	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-25T19:22:00Z	1	HG02605	ERP120144	SAS									
ERR3989036	WGS	GCA_000001405.24	300	118107953700	PRJEB36890	SAMEA6603848	9403409515	NYGC	public	cram,run.zq,sra	ncbi,s3,gs	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990901	Illumina NovaSeq 6000	HG02612	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-26T02:49:00Z	1	HG02612	ERP120144	AFR									
ERR3989037	WGS	GCA_000001405.24	300	121380239400	PRJEB36890	SAMEA6603849	9366913695	NYGC	public	sra,run.zq,cram	gs,ncbi,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990902	Illumina NovaSeq 6000	HG02615	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-26T02:56:00Z	1	HG02615	ERP120144	AFR									
ERR3989038	WGS	GCA_000001405.24	300	121651228200	PRJEB36890	SAMEA6603850	9632229023	NYGC	public	run.zq,sra,cram	s3,gs,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990903	Illumina NovaSeq 6000	HG02622	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T20:44:00Z	1	HG02622	ERP120144	AFR									
ERR3989039	WGS	GCA_000001405.24	300	116968969200	PRJEB36890	SAMEA6603851	9624223647	NYGC	public	run.zq,sra,cram	ncbi,gs,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990904	Illumina NovaSeq 6000	HG02625	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T19:01:00Z	1	HG02625	ERP120144	AFR									
ERR3989040	WGS	GCA_000001405.24	300	123371345700	PRJEB36890	SAMEA6603852	9418948083	NYGC	public	cram,run.zq,sra	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990905	Illumina NovaSeq 6000	HG02630	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-26T03:29:00Z	1	HG02630	ERP120144	AFR									
ERR3989041	WGS	GCA_000001405.24	300	122112813000	PRJEB36890	SAMEA6603853	9922374718	NYGC	public	sra,cram,run.zq	gs,s3,ncbi	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990906	Illumina NovaSeq 6000	HG02636	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T20:34:00Z	1	HG02636	ERP120144	AFR									
ERR3989042	WGS	GCA_000001405.24	300	123859619100	PRJEB36890	SAMEA6603854	9947840684	NYGC	public	sra,run.zq,cram	s3,gs,ncbi	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990907	Illumina NovaSeq 6000	HG02644	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T20:09:00Z	1	HG02644	ERP120144	AFR									
ERR3989043	WGS	GCA_000001405.24	300	124929174000	PRJEB36890	SAMEA6603855	10015214826	NYGC	public	run.zq,sra,cram	ncbi,gs,s3	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990908	Illumina NovaSeq 6000	HG02647	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T22:10:00Z	1	HG02647	ERP120144	AFR									
ERR3989044	WGS	GCA_000001405.24	300	118588236300	PRJEB36890	SAMEA6603856	9391679443	NYGC	public	sra,run.zq,cram	ncbi,gs,s3	s3.us-east-1,gs.us-east1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990909	Illumina NovaSeq 6000	HG02650	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-25T19:43:00Z	1	HG02650	ERP120144	SAS									
ERR3989045	WGS	GCA_000001405.24	300	127858332600	PRJEB36890	SAMEA6603857	10638838968	NYGC	public	cram,run.zq,sra	gs,s3,ncbi	gs.us-east1,ncbi.public,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990910	Illumina NovaSeq 6000	HG02653	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-26T02:48:00Z	1	HG02653	ERP120144	SAS									
ERR3989046	WGS	GCA_000001405.24	300	122744526600	PRJEB36890	SAMEA6603858	9655636129	NYGC	public	cram,sra,run.zq	gs,ncbi,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990911	Illumina NovaSeq 6000	HG02656	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-25T22:15:00Z	1	HG02656	ERP120144	SAS									
ERR3989047	WGS	GCA_000001405.24	300	123792235500	PRJEB36890	SAMEA6603859	9592770151	NYGC	public	sra,run.zq,cram	s3,gs,ncbi	ncbi.public,s3.us-east-1,gs.us-east1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990912	Illumina NovaSeq 6000	HG02659	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-25T19:12:00Z	1	HG02659	ERP120144	SAS									
ERR3989048	WGS	GCA_000001405.24	300	116832611100	PRJEB36890	SAMEA6603860	9304750737	NYGC	public	run.zq,cram,sra	ncbi,gs,s3	ncbi.public,gs.us-east1,s3.us-east-1	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990913	Illumina NovaSeq 6000	HG02662	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	PJL	2020-04-24T00:00:00Z	2020-04-26T03:50:00Z	1	HG02662	ERP120144	SAS									
ERR3989049	WGS	GCA_000001405.24	300	106578490200	PRJEB36890	SAMEA6603861	9095596801	NYGC	public	cram,sra,run.zq	s3,ncbi,gs	gs.us-east1,s3.us-east-1,ncbi.public	2020-04-21	2020-04-21	2020-03-13	2021-07-27	ERX3990914	Illumina NovaSeq 6000	HG02668	PAIRED	RANDOM	GENOMIC	Homo sapiens	ILLUMINA	GWD	2020-04-24T00:00:00Z	2020-04-25T19:17:00Z	1	HG02668	ERP120144	AFR									
